notice_id_a,notice_id_b,label,raw_words,cleaned_words,cleaned_3_shingles
N006423,N011777,different,0.490234375,0.5176211453744494,0.2942453854505972
N006565,N006569,same,0.41472868217054265,0.43736730360934184,0.3311827956989247
N003427,N006396,different,0.5494791666666666,0.579250720461095,0.32994186046511625
N009745,N009848,different,0.5836120401337793,0.6120218579234973,0.4518647007805724
N002762,N002765,same,0.7386091127098321,0.7222222222222222,0.5979643765903307
N000065,N000124,different,0.37138263665594856,0.38153310104529614,0.19305331179321486
N001140,N008945,different,0.415014164305949,0.4310077519379845,0.23512747875354106
N002973,N002974,same,0.8028455284552846,0.803921568627451,0.7457627118644068
N006774,N006775,same,0.43613707165109034,0.45666666666666667,0.366412213740458
N011429,N011433,same,0.7346534653465346,0.717948717948718,0.6106194690265486
N009822,N009823,same,0.4344978165938865,0.4491725768321513,0.3337423312883436
N009371,N009372,same,0.7450592885375494,0.7330508474576272,0.6423118865866958
N001006,N009138,different,0.5024875621890548,0.5077720207253886,0.31901840490797545
N000723,N009281,different,0.33843797856049007,0.34724540901502504,0.16286388670338317
N000259,N003124,different,0.517578125,0.5460526315789473,0.3408845738942826
N002544,N002792,different,0.5984251968503937,0.6104166666666667,0.47106598984771575
N002931,N008664,different,0.49746192893401014,0.5026455026455027,0.3188854489164087
N000990,N002132,different,0.5767195767195767,0.5894941634241245,0.42281219272369713
N005946,N007449,different,0.40843023255813954,0.4315286624203822,0.20711743772241992
N004307,N010960,different,0.47380410022779046,0.506426735218509,0.29892761394101874
N005835,N008645,different,0.5604166666666667,0.5787139689578714,0.47165532879818595
N001422,N004687,different,0.5508021390374331,0.5524861878453039,0.36038961038961037
N007233,N007728,different,0.2955665024630542,0.303886925795053,0.13563605728727884
N009592,N009782,different,0.5336048879837068,0.5535307517084282,0.32721010332950634
N011533,N011534,same,0.6169354838709677,0.6313465783664459,0.5661057692307693
N005300,N005301,same,0.9639423076923077,0.9646464646464646,0.9464052287581699
N005855,N007938,different,0.45129224652087474,0.4703296703296703,0.2854006586169045
N007921,N007922,same,0.647450110864745,0.6506024096385542,0.5973509933774834
N001521,N006976,different,0.5079365079365079,0.5263157894736842,0.39087656529516995
N000725,N008406,different,0.5780445969125214,0.6065259117082533,0.4530493707647628
N004174,N006820,different,0.4951644100580271,0.5085470085470085,0.29381443298969073
N000607,N004665,different,0.48314606741573035,0.5,0.29846938775510207
N003228,N006079,different,0.4593406593406593,0.4827586206896552,0.2851662404092072
N010506,N010507,same,0.6518691588785047,0.6502463054187192,0.5467171717171717
N010699,N010700,same,0.6886075949367089,0.6997167138810199,0.6124401913875598
N001185,N004181,different,0.44299065420560746,0.4601226993865031,0.3230605738575983
N005027,N005028,same,0.9748427672955975,0.9795918367346939,0.935969868173258
N001758,N009092,different,0.4034229828850856,0.4175824175824176,0.2549019607843137
N002928,N003582,different,0.3225806451612903,0.3239669421487603,0.1422924901185771
N003050,N008741,different,0.5731462925851704,0.5965665236051502,0.4690451206715635
N004158,N011487,different,0.4272930648769575,0.4472361809045226,0.26745718050065875
N000139,N007621,different,0.41797752808988764,0.4292803970223325,0.25757575757575757
N007036,N007038,same,0.4222873900293255,0.44336569579288027,0.37623762376237624
N002201,N002648,different,0.45901639344262296,0.46952595936794583,0.2525366403607666
N000003,N000843,different,0.5690298507462687,0.5813492063492064,0.46393762183235865
N007190,N008966,different,0.47123893805309736,0.5037783375314862,0.3033854166666667
N010033,N010034,same,0.9855491329479769,0.9842767295597484,0.9686924493554327
N005989,N005990,same,0.7222222222222222,0.7039473684210527,0.5984251968503937
N002242,N004023,different,0.44547563805104406,0.4496124031007752,0.2623626373626374
N000443,N004578,different,0.28149300155520995,0.28907563025210087,0.12489991993594876
N005743,N005744,same,0.5432900432900433,0.5517241379310345,0.4154929577464789
N003903,N006662,different,0.34102141680395387,0.3427065026362039,0.16142735768903993
N011033,N011036,same,0.7044444444444444,0.7033492822966507,0.5677966101694916
N006643,N006644,same,0.48218029350104824,0.4863636363636364,0.3761904761904762
N003720,N006775,different,0.5161290322580645,0.5166666666666667,0.2948717948717949
N003418,N007053,different,0.4216666666666667,0.4490566037735849,0.26991565135895035
N003804,N005139,different,0.33270676691729323,0.33399602385685884,0.1645813282001925
N002540,N007668,different,0.32469775474956825,0.3234750462107209,0.15398075240594924
N008366,N008369,same,0.960919540229885,0.9620253164556962,0.925575101488498
N010742,N010743,same,0.6,0.6205128205128205,0.5694249649368864
N004746,N004760,different,0.5217391304347826,0.5467479674796748,0.3313840155945419
N007368,N009303,different,0.5393700787401575,0.5541125541125541,0.39912758996728465
N007396,N007397,same,0.9785276073619632,0.972972972972973,0.9329388560157791
N001143,N009969,different,0.4907749077490775,0.5112474437627812,0.35974304068522484
N002468,N002469,same,0.9702970297029703,0.9698630136986301,0.944794952681388
N007220,N011663,different,0.3938356164383562,0.4126679462571977,0.24881291547958215
N005926,N007181,different,0.45278969957081544,0.46987951807228917,0.27427184466019416
N003437,N005168,different,0.2536115569823435,0.26424870466321243,0.11976549413735343
N000355,N000372,different,0.3987635239567233,0.4120603015075377,0.20928402832415421
N010682,N010683,same,0.964622641509434,0.9659685863874345,0.9452449567723343
N004567,N008956,different,0.507399577167019,0.5174825174825175,0.31802120141342755
N008093,N008094,same,0.5187032418952618,0.5555555555555556,0.47540983606557374
N004447,N004449,same,0.4673202614379085,0.49454545454545457,0.4185022026431718
N001475,N004007,different,0.4011379800853485,0.4221183800623053,0.20694444444444443
N001138,N009030,different,0.3265993265993266,0.33273056057866185,0.16072980017376196
N004140,N010723,different,0.5669014084507042,0.6003976143141153,0.43592330978809285
N007477,N007828,different,0.5784499054820416,0.592741935483871,0.44045368620037806
N008284,N009896,different,0.44234800838574423,0.4595238095238095,0.2830423940149626
N006759,N008551,different,0.32748538011695905,0.33650793650793653,0.19786096256684493
N004856,N010634,different,0.5287769784172662,0.5478927203065134,0.41994510521500455
N003022,N010880,different,0.342911877394636,0.36134453781512604,0.1909282700421941
N001271,N001372,different,0.41189931350114417,0.41895261845386533,0.2612035851472471
N002952,N006725,different,0.5098814229249012,0.5365853658536586,0.3125
N009630,N010560,different,0.5195729537366548,0.5362035225048923,0.3807205452775073
N002342,N008733,different,0.2837209302325581,0.3023255813953488,0.1746905089408528
N002631,N007528,different,0.3407202216066482,0.3619631901840491,0.21016949152542372
N002957,N003701,different,0.36685288640595903,0.38271604938271603,0.22545846817691478
N011515,N011516,same,0.6282352941176471,0.6365914786967418,0.4918238993710692
N004013,N005436,different,0.3253588516746411,0.3270547945205479,0.1565008025682183
N010144,N010145,same,0.9803921568627451,0.9785714285714285,0.9626373626373627
N004509,N004511,same,0.7734375,0.7849462365591398,0.7231638418079096
N003868,N011674,different,0.46774193548387094,0.4856396866840731,0.31196581196581197
N008357,N009838,different,0.4396551724137931,0.4578313253012048,0.2577447335811648
N005241,N005242,same,0.9435736677115988,0.9522184300341296,0.903041825095057
N008230,N009234,different,0.3017656500802568,0.3055555555555556,0.13477537437603992
N000666,N000923,different,0.3479020979020979,0.34579439252336447,0.14273204903677758
N003267,N005780,different,0.43907563025210083,0.4511627906976744,0.2857142857142857
N001044,N001720,different,0.35669781931464173,0.36593591905564926,0.18072289156626506
N011522,N011523,same,0.7400468384074942,0.7539267015706806,0.6916548797736917
N009330,N010526,different,0.4946004319654428,0.513189448441247,0.315136476426799
N003319,N008808,different,0.5468085106382978,0.5519630484988453,0.43266832917705733
N006178,N006182,same,0.5456521739130434,0.550351288056206,0.4265402843601896
N002814,N005953,different,0.4025974025974026,0.41025641025641024,0.23053435114503817
N007615,N007616,same,0.7802874743326489,0.7981859410430839,0.7382953181272509
N007876,N007877,same,0.5714285714285714,0.55625,0.4793028322440087
N004729,N004730,same,0.679144385026738,0.7008797653958945,0.6140939597315436
N005862,N006116,different,0.6483333333333333,0.6886446886446886,0.5260416666666666
N000562,N005787,different,0.32123411978221417,0.3333333333333333,0.16443594646271512
N007575,N009140,different,0.2852112676056338,0.2943396226415094,0.12129380053908356
N011000,N011001,same,0.4319654427645788,0.45215311004784686,0.364
N006167,N009175,different,0.4405010438413361,0.4671361502347418,0.28484848484848485
N004662,N009916,different,0.3682373472949389,0.37030075187969924,0.1867145421903052
N010431,N010432,same,0.9398280802292264,0.953125,0.9065255731922398
N001509,N001510,same,0.7292490118577075,0.7264957264957265,0.6216790648246546
N000737,N002287,different,0.4524793388429752,0.45662100456621,0.2608200455580866
N001764,N001765,same,0.7060240963855422,0.7169811320754716,0.6438569206842923
N004877,N006275,different,0.5412667946257198,0.5757575757575758,0.34282700421940926
N002351,N006165,different,0.4738878143133462,0.47890295358649787,0.3484013230429989
N009140,N009547,different,0.5958549222797928,0.6261682242990654,0.4473007712082262
N007104,N007105,same,0.986013986013986,0.9848484848484849,0.9622222222222222
N000463,N000465,same,0.7764227642276422,0.7891156462585034,0.743979721166033
N001124,N011201,different,0.42244897959183675,0.4376417233560091,0.2706855791962175
N004151,N010614,different,0.6316872427983539,0.6741573033707865,0.5232815964523282
N003957,N007645,different,0.4678714859437751,0.48873873873873874,0.27702702702702703
N003941,N009735,different,0.3622291021671827,0.3728813559322034,0.1833466773418735
N000647,N008088,different,0.30124777183600715,0.29961832061068705,0.1307901907356948
N002017,N005475,different,0.637901861252115,0.6653992395437263,0.47141518275538896
N000323,N006510,different,0.49759615384615385,0.5173333333333333,0.31994459833795014
N008539,N008542,same,0.5446428571428571,0.5563549160671463,0.4188861985472155
N002578,N006004,different,0.5933852140077821,0.615866388308977,0.47835051546391755
N001918,N002086,different,0.42053445850914206,0.44272445820433437,0.22176591375770022
N002507,N002508,same,0.9560975609756097,0.9645776566757494,0.9409937888198758
N001934,N011090,different,0.5366300366300366,0.5515151515151515,0.3747474747474748
N004269,N011588,different,0.475,0.47668393782383417,0.2896341463414634
N005629,N006728,different,0.4005805515239477,0.4141732283464567,0.19898697539797394
N008009,N008010,same,0.5228215767634855,0.5247747747747747,0.4023529411764706
N009840,N009841,same,0.5186170212765957,0.5393586005830904,0.44537815126050423
