notice_id_a,notice_id_b,label,exact,estimate,abs_error
N001022,N001023,same,0.6222732491389208,0.640625,0.018351750861079208
N001629,N005005,different,0.24715447154471545,0.27734375,0.030189278455284546
N002923,N007247,different,0.17444717444717445,0.2109375,0.03649032555282555
N003164,N009587,different,0.20686070686070687,0.24609375,0.03923304313929313
N006832,N010598,different,0.22111706197398623,0.2578125,0.03669543802601377
N006511,N006512,same,0.6259977194982896,0.66015625,0.03415853050171036
N002304,N009060,different,0.14914914914914915,0.15625,0.007100850850850854
N002106,N006701,different,0.3227699530516432,0.3203125,0.002457453051643188
N006856,N006857,same,0.6700581395348837,0.72265625,0.05259811046511631
N003821,N009085,different,0.47416762342135477,0.49609375,0.021926126578645233
N004522,N009816,different,0.5142857142857142,0.515625,0.001339285714285765
N008514,N008515,same,0.45532435740514077,0.44921875,0.006105607405140767
N008382,N009718,different,0.13976164680390032,0.12890625,0.010855396803900325
N005805,N011332,different,0.44432432432432434,0.4453125,0.0009881756756756621
N004216,N004699,different,0.29747675962815406,0.3046875,0.007210740371845936
N001432,N008873,different,0.42762535477767266,0.359375,0.06825035477767266
N002149,N003382,different,0.11145833333333334,0.125,0.01354166666666666
N004731,N009345,different,0.3706896551724138,0.390625,0.019935344827586188
N002163,N002307,different,0.38204393505253104,0.3515625,0.030481435052531036
N002952,N008752,different,0.30394736842105263,0.34375,0.03980263157894737
N000745,N005843,different,0.26626506024096386,0.26953125,0.003266189759036142
N005260,N011019,different,0.1161939615736505,0.11328125,0.0029127115736505005
N002299,N009882,different,0.1440677966101695,0.15625,0.012182203389830504
N002171,N005867,different,0.20445344129554655,0.2109375,0.006484058704453455
N005334,N007457,different,0.2921615201900237,0.328125,0.03596347980997627
N005304,N005305,same,0.9138686131386862,0.91796875,0.00410013686131383
N005134,N005135,same,0.5907127429805615,0.6171875,0.026474757019438466
N000982,N005390,different,0.30952380952380953,0.30078125,0.008742559523809534
N002992,N009046,different,0.43438453713123093,0.3984375,0.03594703713123093
N000628,N000633,same,0.3698224852071006,0.3828125,0.012990014792899407
N000573,N006170,different,0.16891891891891891,0.18359375,0.014674831081081086
N010406,N010408,same,0.916030534351145,0.9375,0.02146946564885499
N002446,N002447,same,0.6932515337423313,0.77734375,0.08409221625766872
N000735,N001335,different,0.4486652977412731,0.45703125,0.008365952258726883
N008238,N011480,different,0.39076576576576577,0.36328125,0.02748451576576577
N000321,N000443,different,0.12395833333333334,0.109375,0.014583333333333337
N007541,N007546,same,0.33567251461988307,0.3671875,0.03151498538011693
N002683,N007848,different,0.15247895229186156,0.17578125,0.023302297708138436
N009983,N009985,same,0.2693920335429769,0.234375,0.035017033542976916
N007568,N007570,same,0.43256997455470736,0.4140625,0.01850747455470736
N005448,N005962,different,0.28892005610098176,0.296875,0.00795494389901824
N004767,N004768,same,0.9166666666666666,0.9375,0.02083333333333337
N007023,N007916,different,0.42762535477767266,0.38671875,0.04090660477767266
N000315,N000316,same,0.5537294563843237,0.5703125,0.016583043615676307
N001578,N002947,different,0.191904047976012,0.2578125,0.06590845202398801
N009857,N010711,different,0.31139240506329113,0.3515625,0.04017009493670887
N002290,N003634,different,0.46547314578005117,0.4921875,0.026714354219948833
N011438,N011440,same,0.7033773861967695,0.75390625,0.05052886380323052
N010035,N011646,different,0.3183279742765273,0.34765625,0.029328275723472685
N001295,N001296,same,0.7031484257871065,0.76171875,0.05857032421289354
N005825,N010265,different,0.28762135922330095,0.33984375,0.052222390776699046
N002351,N005508,different,0.4610266159695818,0.4609375,8.91159695817767e-05
N011075,N011077,same,0.9437869822485208,0.9453125,0.001525517751479244
N011335,N011336,same,0.41580756013745707,0.46484375,0.049036189862542934
N000514,N011152,different,0.4517625231910946,0.40234375,0.04941877319109461
N010762,N010766,same,0.9440894568690096,0.95703125,0.01294179313099042
N001314,N003288,different,0.4783950617283951,0.46875,0.009645061728395077
N001403,N001405,same,0.2390608324439701,0.26171875,0.02265791755602989
N010389,N010391,same,0.8896210873146623,0.8828125,0.006808587314662273
N001258,N001261,same,0.9179566563467493,0.9296875,0.011730843653250722
N003574,N011053,different,0.3989071038251366,0.34375,0.05515710382513661
N001484,N005371,different,0.3692458374142997,0.33984375,0.029402087414299727
N005426,N005427,same,0.9323467230443975,0.9609375,0.028590776955602526
N008443,N010211,different,0.19222139117427076,0.18359375,0.008627641174270756
N005517,N011613,different,0.12449392712550607,0.1328125,0.008318572874493932
N005828,N010514,different,0.1440329218106996,0.14453125,0.000498328189300401
N011154,N011156,same,0.6482465462274176,0.640625,0.007621546227417619
N002595,N003310,different,0.2591549295774648,0.26171875,0.0025638204225352235
N008630,N011336,different,0.4845474613686534,0.48828125,0.0037337886313466018
N004951,N008794,different,0.36266924564796904,0.34375,0.01891924564796904
N000391,N004186,different,0.37969924812030076,0.359375,0.02032424812030076
N000166,N008677,different,0.28773584905660377,0.30078125,0.013045400943396235
N009154,N011317,different,0.3333333333333333,0.3359375,0.002604166666666685
N002589,N009612,different,0.37710843373493974,0.3515625,0.02554593373493974
N008268,N009916,different,0.3934942287513116,0.375,0.018494228751311625
N002316,N002317,same,0.5,0.546875,0.046875
N006596,N011033,different,0.17079646017699116,0.1875,0.016703539823008845
N010106,N010107,same,0.43349753694581283,0.41015625,0.023341286945812834
N008409,N008410,same,0.9537037037037037,0.93359375,0.02010995370370372
N001937,N007430,different,0.4208924949290061,0.40625,0.0146424949290061
N000078,N006886,different,0.28923076923076924,0.33203125,0.042800480769230764
N010999,N011001,same,0.3567567567567568,0.37109375,0.014336993243243223
N001357,N010788,different,0.29295154185022027,0.31640625,0.023454708149779735
N000906,N011149,different,0.37861915367483295,0.39453125,0.015912096325167047
N003435,N009318,different,0.3224043715846995,0.38671875,0.06431437841530052
N002916,N004445,different,0.2809667673716012,0.27734375,0.0036230173716012004
N003770,N011367,different,0.30197268588770865,0.27734375,0.024628935887708647
N010980,N010981,same,0.6586134453781513,0.6328125,0.025800945378151252
N005040,N005041,same,0.8752475247524752,0.85546875,0.019778774752475248
N008937,N008938,same,0.25165562913907286,0.296875,0.045219370860927144
N002071,N006588,different,0.15040650406504066,0.14453125,0.005875254065040664
N010261,N011914,different,0.4152397260273973,0.4375,0.022260273972602718
N000670,N000671,same,0.9404761904761905,0.95703125,0.016555059523809534
N000489,N007029,different,0.3166144200626959,0.3203125,0.0036980799373040885
N007633,N010942,different,0.23617021276595745,0.265625,0.029454787234042545
N005243,N006569,different,0.15949119373776907,0.1796875,0.02019630626223093
N001083,N001567,different,0.27599486521181,0.3125,0.03650513478819001
N000282,N006591,different,0.29411764705882354,0.3046875,0.01056985294117646
N003362,N003364,same,0.9880715705765407,0.98828125,0.0002096794234592858
N005927,N008816,different,0.4349680170575693,0.421875,0.013093017057569323
N001289,N001291,same,0.2897102897102897,0.296875,0.007164710289710274
N005231,N005232,same,0.9224806201550387,0.9296875,0.007206879844961267
N003835,N003837,same,0.7638888888888888,0.8046875,0.04079861111111116
N004167,N005115,different,0.4723557692307692,0.44921875,0.023137019230769218
N002040,N003281,different,0.32325581395348835,0.33203125,0.008775436046511653
N002605,N010853,different,0.41687979539641945,0.37890625,0.03797354539641945
N011139,N011793,different,0.18816388467374812,0.19140625,0.0032423653262518837
N001458,N002506,different,0.25396825396825395,0.24609375,0.007874503968253954
N007148,N011853,different,0.4653767820773931,0.4765625,0.01118571792260692
N001791,N008583,different,0.3791208791208791,0.35546875,0.023652129120879106
N008993,N008995,same,0.9261992619926199,0.9453125,0.019113238007380073
N004043,N004218,different,0.33874458874458874,0.32421875,0.014525838744588737
N011601,N011603,same,0.9269162210338681,0.94140625,0.01449002896613194
N002945,N010292,different,0.23117338003502627,0.20703125,0.02414213003502627
N006385,N011130,different,0.3552036199095023,0.34375,0.011453619909502277
N006764,N009477,different,0.37682926829268293,0.40234375,0.02551448170731707
N004409,N011892,different,0.26068003487358327,0.2890625,0.028382465126416734
N000023,N002700,different,0.34279918864097364,0.328125,0.01467418864097364
N001669,N003264,different,0.2689075630252101,0.27734375,0.008436186974789928
N002831,N008460,different,0.16799420709630702,0.1953125,0.027318292903692976
N004184,N005163,different,0.17331163547599673,0.203125,0.029813364524003266
N009665,N011482,different,0.12099358974358974,0.125,0.004006410256410256
N000340,N009553,different,0.1354071363220494,0.1484375,0.013030363677950602
N002043,N008828,different,0.25951557093425603,0.25,0.009515570934256035
N003466,N003469,same,0.6031363088057901,0.59765625,0.005480058805790056
N005064,N005067,same,0.7287104622871047,0.78515625,0.05644578771289532
N000030,N007467,different,0.2842582106455266,0.26171875,0.022539460645526588
N011900,N011901,same,0.5476190476190477,0.55078125,0.003162202380952328
N006901,N008943,different,0.31715976331360946,0.30078125,0.016378513313609455
N003415,N005750,different,0.16375968992248063,0.19140625,0.027646560077519367
N005350,N005352,same,0.40070921985815605,0.41015625,0.009447030141843948
N007614,N008823,different,0.18230358504958047,0.2109375,0.02863391495041953
N004333,N008255,different,0.2878625134264232,0.30078125,0.012918736573576783
N009495,N009521,different,0.1828665568369028,0.234375,0.05150844316309719
N006462,N006463,same,0.9473684210526315,0.953125,0.005756578947368474
N001629,N008262,different,0.36502347417840375,0.39453125,0.02950777582159625
N002516,N010795,different,0.3451995685005394,0.3515625,0.0063629314994606
N006622,N006623,same,0.7690355329949239,0.7890625,0.020026967005076113
N010081,N010082,same,0.6694129763130793,0.66015625,0.009256726313079278
N007560,N007561,same,0.6014492753623188,0.59375,0.007699275362318847
N005941,N006998,different,0.44350580781414994,0.48046875,0.036962942185850056
N004062,N004438,different,0.2614742698191933,0.26953125,0.008056980180806694
N000990,N002973,different,0.169002473206925,0.16796875,0.0010337232069249913
N008321,N008641,different,0.41116173120728927,0.37109375,0.04006798120728927
N008561,N008562,same,0.6899441340782123,0.75390625,0.06396211592178769
N001360,N001361,same,0.9692307692307692,0.92578125,0.04344951923076923
N008993,N008994,same,0.967680608365019,0.96484375,0.0028368583650190127
N005108,N005109,same,0.7512315270935961,0.796875,0.045643472906403915
N001983,N001984,same,0.6055900621118012,0.6953125,0.08972243788819878
N006038,N009049,different,0.17585089141004862,0.1953125,0.019461608589951385
N001413,N007076,different,0.28125,0.26953125,0.01171875
N005772,N005776,same,0.3419593345656192,0.3359375,0.006021834565619222
N000237,N009075,different,0.48443579766536965,0.49609375,0.01165795233463035
N011043,N011048,same,0.27992957746478875,0.30078125,0.020851672535211252
N004742,N006981,different,0.2689393939393939,0.296875,0.027935606060606077
N004801,N004802,same,0.5647798742138365,0.5625,0.0022798742138364636
N003994,N003995,same,0.24066029539530842,0.2265625,0.014097795395308421
N000643,N009675,different,0.4369230769230769,0.42578125,0.011141826923076914
N006086,N006087,same,0.912781954887218,0.90625,0.006531954887218028
N000266,N010102,different,0.354978354978355,0.35546875,0.0004903950216449959
N005028,N009701,different,0.3084795321637427,0.359375,0.05089546783625731
N009670,N009671,same,0.9114583333333334,0.8984375,0.01302083333333337
N001005,N001804,different,0.418,0.43359375,0.015593750000000017
N005314,N010609,different,0.4734625105307498,0.52734375,0.05388123946925022
N000417,N000419,same,0.9131614654002713,0.91796875,0.004807284599728678
N011041,N011048,same,0.26255506607929513,0.27734375,0.01478868392070487
N000992,N001435,different,0.2916666666666667,0.2734375,0.018229166666666685
N004107,N008166,different,0.17763157894736842,0.1796875,0.002055921052631582
N002590,N002591,same,0.9411764705882353,0.96875,0.02757352941176472
N005119,N005121,same,0.699594046008119,0.765625,0.06603095399188097
N002826,N007185,different,0.14001806684733514,0.140625,0.0006069331526648569
N009349,N009350,same,0.900749063670412,0.875,0.025749063670411965
N003121,N005007,different,0.15950413223140497,0.203125,0.04362086776859503
N002947,N003566,different,0.10845431255337319,0.1171875,0.008733187446626808
N000485,N000488,same,0.8514644351464435,0.86328125,0.011816814853556457
N004349,N011691,different,0.44103992571959144,0.4140625,0.02697742571959144
N011281,N011282,same,0.7378516624040921,0.81640625,0.07855458759590794
N003865,N009372,different,0.18638297872340426,0.1796875,0.006695478723404258
N001198,N010109,different,0.45938375350140054,0.37890625,0.08047750350140054
N011975,N011976,same,0.6896024464831805,0.74609375,0.056491303516819524
N006419,N007183,different,0.1322314049586777,0.140625,0.00839359504132231
N010407,N010605,different,0.27365356622998543,0.28125,0.007596433770014566
N009079,N010570,different,0.4681724845995893,0.46484375,0.0033287345995893225
N001415,N006560,different,0.39764201500535906,0.39453125,0.003110765005359062
N001653,N001654,same,0.6431718061674009,0.6953125,0.052140693832599116
N003355,N003823,different,0.1466346153846154,0.1953125,0.04867788461538461
N000355,N005276,different,0.38590956887486855,0.3984375,0.012527931125131453
N007573,N007574,same,0.42016806722689076,0.46875,0.04858193277310924
N007999,N008002,same,0.9444444444444444,0.95703125,0.01258680555555558
N007057,N010814,different,0.11825192802056556,0.13671875,0.018466821979434445
N000264,N009708,different,0.31329113924050633,0.32421875,0.010927610759493667
N008825,N008828,same,0.5766710353866317,0.609375,0.03270396461336833
N001284,N006893,different,0.23732549595885377,0.25390625,0.01658075404114623
N011033,N011035,same,0.9458794587945879,0.9609375,0.015058041205412098
N004348,N004349,same,0.4772727272727273,0.48046875,0.003196022727272707
N004177,N010930,different,0.29806598407281,0.3203125,0.022246515927190014
N003845,N003847,same,0.6205357142857143,0.625,0.004464285714285698
N004106,N004107,same,0.27174975562072334,0.3125,0.04075024437927666
N007911,N009413,different,0.2594202898550725,0.2734375,0.014017210144927517
N001010,N001011,same,0.32885211995863495,0.33203125,0.0031791300413650525
N009213,N010572,different,0.18826135105204872,0.234375,0.04611364894795128
N006364,N006366,same,0.2697274031563845,0.32421875,0.05449134684361551
N001447,N003703,different,0.25886524822695034,0.25,0.00886524822695034
N009727,N010185,different,0.19594594594594594,0.23828125,0.04233530405405406
N000605,N002652,different,0.2654377880184332,0.3125,0.04706221198156679
N004016,N004017,same,0.2350061199510404,0.25390625,0.0189001300489596
N010689,N011576,different,0.16303400174367916,0.171875,0.008840998256320842
N001733,N001734,same,0.8075949367088607,0.81640625,0.008811313291139267
N004845,N007461,different,0.17227564102564102,0.20703125,0.034755608974358976
N010880,N010881,same,0.8105413105413105,0.80078125,0.009760060541310511
N000498,N001176,different,0.3142174432497013,0.3046875,0.0095299432497013
N001285,N003729,different,0.18496538081107813,0.15234375,0.032621630811078134
N006173,N008196,different,0.2979683972911964,0.28515625,0.012812147291196396
N008110,N009707,different,0.44953271028037384,0.41796875,0.03156396028037384
N007193,N010619,different,0.4681344148319815,0.44140625,0.026728164831981482
N000561,N003679,different,0.46077547339945896,0.4765625,0.015787026600541043
N003026,N003027,same,0.6591928251121076,0.72265625,0.06346342488789236
N004552,N004553,same,0.7706896551724138,0.7578125,0.012877155172413834
N007647,N009169,different,0.4348279457768509,0.41015625,0.02467169577685091
N005744,N010823,different,0.40130151843817785,0.40625,0.004948481561822149
N001880,N002772,different,0.17336683417085427,0.203125,0.029758165829145727
N003351,N006982,different,0.19314938154138916,0.19140625,0.0017431315413891646
N006591,N011935,different,0.39215686274509803,0.41015625,0.017999387254901966
N008482,N010584,different,0.2983425414364641,0.3359375,0.037594958563535896
N005814,N006544,different,0.14916666666666667,0.1484375,0.0007291666666666696
N006622,N006638,different,0.1539961013645224,0.1640625,0.010066398635477591
N008603,N010598,different,0.18158783783783783,0.19921875,0.01763091216216217
N000753,N000755,same,0.910948905109489,0.93359375,0.022644844890510996
N006153,N009437,different,0.4479283314669653,0.390625,0.05730333146696531
N002548,N010207,different,0.4894230769230769,0.50390625,0.014483173076923095
N004026,N010431,different,0.2935672514619883,0.3359375,0.04237024853801169
N000339,N002440,different,0.27837837837837837,0.33203125,0.053652871621621634
N000964,N008611,different,0.40084835630965004,0.4296875,0.028839143690349955
N001833,N004195,different,0.4336569579288026,0.47265625,0.0389992920711974
N001282,N004950,different,0.1404541631623213,0.15625,0.01579583683767871
N000030,N009868,different,0.27065868263473053,0.2890625,0.01840381736526947
N001010,N004708,different,0.45962732919254656,0.4140625,0.04556482919254656
N000566,N008517,different,0.20808383233532934,0.2265625,0.018478667664670656
N011092,N011095,same,0.7396313364055299,0.7734375,0.033806163594470084
N001983,N009014,different,0.2496513249651325,0.25,0.0003486750348674905
N005044,N005045,same,0.9336099585062241,0.9375,0.00389004149377592
N003201,N003203,same,0.9875311720698254,0.984375,0.003156172069825436
N000238,N001915,different,0.3425827107790822,0.35546875,0.0128860392209178
N000461,N004754,different,0.4929078014184397,0.48046875,0.012439051418439706
N000135,N010890,different,0.1490125673249551,0.14453125,0.004481317324955103
N011414,N011759,different,0.2794561933534743,0.26953125,0.009924943353474325
N003751,N007825,different,0.23037790697674418,0.265625,0.03524709302325582
N006774,N009531,different,0.5092307692307693,0.46875,0.040480769230769265
N000516,N006620,different,0.24798387096774194,0.29296875,0.04498487903225806
N004325,N004949,different,0.29155313351498635,0.31640625,0.02485311648501365
N000557,N004353,different,0.26881720430107525,0.2578125,0.011004704301075252
N000286,N008208,different,0.47058823529411764,0.453125,0.01746323529411764
N002691,N010535,different,0.4871541501976285,0.4609375,0.026216650197628477
N000490,N006570,different,0.3935091277890467,0.39453125,0.0010221222109533246
N005692,N009368,different,0.14393939393939395,0.1640625,0.02012310606060605
N006324,N006325,same,0.584717607973422,0.5703125,0.014405107973421982
N004951,N011682,different,0.44548872180451127,0.39453125,0.05095747180451127
N010982,N010985,same,0.6651270207852193,0.6953125,0.030185479214780653
N009834,N009835,same,0.6202321724709784,0.7265625,0.1063303275290216
N003500,N003501,same,0.7112068965517241,0.765625,0.05441810344827591
N010499,N011269,different,0.11885612153708669,0.12890625,0.01005012846291331
N005257,N010502,different,0.16793313069908813,0.21875,0.050816869300911865
N003920,N006487,different,0.20868347338935575,0.23046875,0.02178527661064425
N011834,N011835,same,0.9015384615384615,0.9375,0.03596153846153849
N004364,N007454,different,0.21518987341772153,0.23828125,0.023091376582278472
N004158,N008744,different,0.3058064516129032,0.375,0.06919354838709679
N005771,N006045,different,0.13346814964610718,0.1484375,0.014969350353892824
N001865,N011525,different,0.3340987370838117,0.37109375,0.036995012916188286
N001362,N001363,same,0.26119402985074625,0.265625,0.0044309701492537545
N009863,N009866,same,0.33291457286432163,0.33984375,0.006929177135678366
N000175,N002508,different,0.3669527896995708,0.390625,0.02367221030042921
N006545,N006546,same,0.7339003645200486,0.7734375,0.03953713547995141
N000215,N005986,different,0.4275510204081633,0.453125,0.025573979591836715
N004433,N011613,different,0.1549067315490673,0.15234375,0.0025629815490673113
N000064,N010912,different,0.13688524590163934,0.1640625,0.027177254098360665
N008572,N009975,different,0.2542579075425791,0.265625,0.011367092457420902
N000431,N001948,different,0.1771019677996422,0.21484375,0.03774178220035779
N002598,N004139,different,0.28837209302325584,0.359375,0.07100290697674416
N007063,N007064,same,0.7262723521320495,0.78125,0.05497764786795045
N008238,N008239,same,0.6742323097463284,0.734375,0.06014269025367158
N000518,N009485,different,0.1111111111111111,0.10546875,0.005642361111111105
N003093,N003735,different,0.16029900332225913,0.17578125,0.015482246677740868
N001977,N007620,different,0.16376582278481014,0.1875,0.02373417721518986
N009205,N009208,same,0.43202764976958524,0.46875,0.03672235023041476
N003317,N010218,different,0.22966507177033493,0.25,0.020334928229665067
N006112,N006266,different,0.17844827586206896,0.18359375,0.005145474137931039
N003208,N003758,different,0.19854132901134522,0.21484375,0.01630242098865478
N008188,N008190,same,0.9741379310344828,0.9765625,0.0024245689655172376
N003051,N011987,different,0.16463909164639093,0.203125,0.03848590835360907
N001446,N004867,different,0.20428015564202334,0.20703125,0.002751094357976658
N000895,N009304,different,0.44934445768772346,0.43359375,0.015750707687723464
N000161,N010769,different,0.12344656172328086,0.125,0.001553438276719138
N003327,N003328,same,0.6376963350785341,0.65234375,0.014647414921465929
N008176,N010603,different,0.1697381183317168,0.1796875,0.009949381668283214
N001633,N001634,same,0.34275618374558303,0.37109375,0.028337566254416968
N004001,N007546,different,0.518578352180937,0.48046875,0.03810960218093695
N000937,N000938,same,0.538562091503268,0.5703125,0.03175040849673205
N008048,N008050,same,0.9420529801324503,0.953125,0.011072019867549687
N004328,N008917,different,0.26187050359712233,0.26953125,0.007660746402877672
N004757,N008828,different,0.29345088161209065,0.2890625,0.004388381612090653
N005397,N005398,same,0.33210332103321033,0.33203125,7.207103321033026e-05
N001291,N007292,different,0.29775880469583776,0.28125,0.016508804695837764
N007205,N007207,same,1.0,1.0,0.0
N002229,N011361,different,0.4586255259467041,0.4140625,0.04456302594670408
N005375,N005716,different,0.18991964937910885,0.203125,0.013205350620891149
N002758,N002818,different,0.26370757180156656,0.31640625,0.052698678198433435
N009564,N011151,different,0.4735973597359736,0.5,0.02640264026402639
N008487,N008488,same,0.941923774954628,0.9453125,0.003388725045372021
N007856,N007858,same,0.6594090202177294,0.7265625,0.0671534797822706
N000647,N001025,different,0.15683104284559418,0.19140625,0.03457520715440582
N003489,N010336,different,0.2853146853146853,0.29296875,0.00765406468531471
N000327,N009318,different,0.28067885117493474,0.32421875,0.04353989882506526
N005431,N006150,different,0.18280467445742904,0.1953125,0.01250782554257096
N002684,N004549,different,0.16597853014037986,0.21484375,0.04886521985962014
N005744,N007062,different,0.14359861591695502,0.15234375,0.008745134083044975
N004248,N011184,different,0.27116212338593976,0.28515625,0.013994126614060243
N003020,N003021,same,0.4420131291028446,0.46875,0.026736870897155374
N000160,N003947,different,0.35023041474654376,0.39453125,0.04430083525345624
N006712,N008335,different,0.2918848167539267,0.31640625,0.02452143324607331
N000843,N005365,different,0.25254237288135595,0.2421875,0.010354872881355948
N011628,N011629,same,0.30604982206405695,0.33984375,0.03379392793594305
N000026,N011332,different,0.48484848484848486,0.52734375,0.04249526515151514
N003058,N009240,different,0.23481781376518218,0.24609375,0.011275936234817818
N000396,N000397,same,0.35550935550935553,0.33984375,0.01566560550935553
N006146,N006401,different,0.17834890965732086,0.171875,0.006473909657320864
N007004,N011967,different,0.28125,0.31640625,0.03515625
N002229,N002230,same,0.4562874251497006,0.5234375,0.06715007485029939
N002088,N011862,different,0.3612040133779264,0.35546875,0.005735263377926403
N004709,N004711,same,0.9349904397705545,0.93359375,0.0013966897705545156
N001940,N002621,different,0.1897590361445783,0.18359375,0.006165286144578314
N004803,N004804,same,0.8838174273858921,0.92578125,0.041963822614107915
N003748,N011207,different,0.12813852813852813,0.13671875,0.008580221861471865
N001623,N010411,different,0.13133208255159476,0.16796875,0.03663666744840524
N002821,N007053,different,0.4196242171189979,0.37109375,0.04853046711899789
N001977,N006802,different,0.4876847290640394,0.51953125,0.031846520935960576
N000993,N011320,different,0.3328912466843501,0.359375,0.026483753315649894
N008784,N011076,different,0.4890282131661442,0.4921875,0.003159286833855801
N001137,N005072,different,0.21262766945218198,0.21875,0.006122330547818022
N007487,N007491,same,0.4847161572052402,0.4921875,0.0074713427947598055
N002401,N005487,different,0.28554502369668244,0.27734375,0.008201273696682443
N001101,N002086,different,0.20160116448326054,0.2265625,0.024961335516739458
N004655,N010935,different,0.48878923766816146,0.48046875,0.008320487668161458
N004085,N004086,same,0.9107142857142857,0.921875,0.011160714285714302
N003125,N003127,same,0.9419568822553898,0.94140625,0.0005506322553897602
N001101,N001666,different,0.18373729476153244,0.19140625,0.007668955238467556
N001141,N001142,same,0.2882882882882883,0.31640625,0.028117961711711714
N006480,N008863,different,0.10968494749124855,0.140625,0.030940052508751453
N000817,N011666,different,0.45966958211856174,0.3984375,0.06123208211856174
N000219,N003185,different,0.288,0.25,0.03799999999999998
N001988,N006863,different,0.18324607329842932,0.1796875,0.0035585732984293184
N009478,N009479,same,0.6434511434511434,0.6484375,0.004986356548856596
N001784,N005288,different,0.16506717850287908,0.17578125,0.01071407149712092
N001436,N002155,different,0.125,0.1328125,0.0078125
N006423,N011777,different,0.2942453854505972,0.33984375,0.0455983645494028
N006565,N006569,same,0.3311827956989247,0.34765625,0.016473454301075274
N003427,N006396,different,0.32994186046511625,0.3828125,0.052870639534883745
N009745,N009848,different,0.4518647007805724,0.46875,0.016885299219427607
N002762,N002765,same,0.5979643765903307,0.609375,0.011410623409669252
N000065,N000124,different,0.19305331179321486,0.20703125,0.01397793820678514
N001140,N008945,different,0.23512747875354106,0.26171875,0.026591271246458936
N002973,N002974,same,0.7457627118644068,0.73828125,0.007481461864406791
N006774,N006775,same,0.366412213740458,0.39453125,0.028119036259541985
N011429,N011433,same,0.6106194690265486,0.63671875,0.026099280973451378
N009822,N009823,same,0.3337423312883436,0.34765625,0.013913918711656426
N009371,N009372,same,0.6423118865866958,0.625,0.0173118865866958
N001006,N009138,different,0.31901840490797545,0.30859375,0.01042465490797545
N000723,N009281,different,0.16286388670338317,0.17578125,0.01291736329661683
N000259,N003124,different,0.3408845738942826,0.37109375,0.030209176105717384
N002544,N002792,different,0.47106598984771575,0.47265625,0.0015902601522842508
N002931,N008664,different,0.3188854489164087,0.3671875,0.04830205108359131
N000990,N002132,different,0.42281219272369713,0.3671875,0.05562469272369713
N005946,N007449,different,0.20711743772241992,0.21875,0.011632562277580083
N004307,N010960,different,0.29892761394101874,0.30078125,0.0018536360589812562
N005835,N008645,different,0.47165532879818595,0.453125,0.018530328798185947
N001422,N004687,different,0.36038961038961037,0.36328125,0.002891639610389629
N007233,N007728,different,0.13563605728727884,0.140625,0.004988942712721156
N009592,N009782,different,0.32721010332950634,0.37890625,0.05169614667049366
N011533,N011534,same,0.5661057692307693,0.5390625,0.027043269230769273
N005300,N005301,same,0.9464052287581699,0.94140625,0.004998978758169903
N005855,N007938,different,0.2854006586169045,0.3125,0.0270993413830955
N007921,N007922,same,0.5973509933774834,0.6484375,0.05108650662251657
N001521,N006976,different,0.39087656529516995,0.43359375,0.04271718470483005
N000725,N008406,different,0.4530493707647628,0.43359375,0.019455620764762815
N004174,N006820,different,0.29381443298969073,0.3046875,0.010873067010309267
N000607,N004665,different,0.29846938775510207,0.25,0.04846938775510207
N003228,N006079,different,0.2851662404092072,0.33203125,0.04686500959079282
N010506,N010507,same,0.5467171717171717,0.53515625,0.011560921717171713
N010699,N010700,same,0.6124401913875598,0.65625,0.043809808612440215
N001185,N004181,different,0.3230605738575983,0.26953125,0.05352932385759829
N005027,N005028,same,0.935969868173258,0.9375,0.0015301318267419983
N001758,N009092,different,0.2549019607843137,0.21875,0.03615196078431371
N002928,N003582,different,0.1422924901185771,0.15234375,0.010051259881422914
N003050,N008741,different,0.4690451206715635,0.4453125,0.02373262067156351
N004158,N011487,different,0.26745718050065875,0.3046875,0.03723031949934125
N000139,N007621,different,0.25757575757575757,0.24609375,0.011482007575757569
N007036,N007038,same,0.37623762376237624,0.41796875,0.04173112623762376
N002201,N002648,different,0.2525366403607666,0.3046875,0.05215085963923338
N000003,N000843,different,0.46393762183235865,0.44921875,0.014718871832358649
N007190,N008966,different,0.3033854166666667,0.3203125,0.016927083333333315
N010033,N010034,same,0.9686924493554327,0.9453125,0.02337994935543275
N005989,N005990,same,0.5984251968503937,0.6015625,0.003137303149606252
N002242,N004023,different,0.2623626373626374,0.30078125,0.038418612637362626
N000443,N004578,different,0.12489991993594876,0.10546875,0.01943116993594876
N005743,N005744,same,0.4154929577464789,0.43359375,0.018100792253521125
N003903,N006662,different,0.16142735768903993,0.19921875,0.03779139231096007
N011033,N011036,same,0.5677966101694916,0.60546875,0.03767213983050843
N006643,N006644,same,0.3761904761904762,0.3671875,0.009002976190476186
N003720,N006775,different,0.2948717948717949,0.28515625,0.009715544871794879
N003418,N007053,different,0.26991565135895035,0.28515625,0.015240598641049652
N003804,N005139,different,0.1645813282001925,0.19140625,0.0268249217998075
N002540,N007668,different,0.15398075240594924,0.1953125,0.041331747594050755
N008366,N008369,same,0.925575101488498,0.9296875,0.0041123985115020245
N010742,N010743,same,0.5694249649368864,0.59375,0.024325035063113565
N004746,N004760,different,0.3313840155945419,0.31640625,0.014977765594541892
N007368,N009303,different,0.39912758996728465,0.359375,0.039752589967284646
